id,company,address,city,lat,lng,decision_maker,title,phone,email,capacity_kw,cost_eur,image,source,state,notes,last_contact,industry
272,Valmiera Plastics 15,"Valmiera, Latvia",Valmiera,57.55987,25.438,Maris Silins,Owner,+371 63607927,valmiera.plastics.15@company.lv,875.0,612500,,unknown,cold,,,
273,Ogre Automotive 16,"Ogre, Latvia",Ogre,56.83798,24.59485,Maris Zarins,Operations Manager,+371 68526509,ogre.automotive.16@company.lv,875.0,612500,,unknown,cold,,,
274,Ventspils Machinery 17,"Ventspils, Latvia",Ventspils,57.41687,21.52268,Valdis Vitols,Managing Director,+371 65248818,ventspils.machinery.17@company.lv,875.0,612500,,unknown,cold,,,
275,Valmiera Electronics 18,"Valmiera, Latvia",Valmiera,57.55593,25.40719,Janis Vitols,Owner,+371 68412021,valmiera.electronics.18@company.lv,875.0,612500,,unknown,cold,,,
276,Kekava Metal 19,"Kekava, Latvia",Kekava,56.78504,24.21215,Andris Jansons,CEO,+371 63543525,kekava.metal.19@company.lv,875.0,612500,,unknown,cold,,,
277,Jelgava Machinery 20,"Jelgava, Latvia",Jelgava,56.69937,23.74783,Peteris Kalns,Owner,+371 64268701,jelgava.machinery.20@company.lv,2105.95,1474164,,unknown,cold,,,
278,Cesis Wood 21,"Cesis, Latvia",Cesis,57.32975,25.2226,Peteris Ozols,CEO,+371 62476313,cesis.wood.21@company.lv,875.0,612500,,unknown,cold,,,
279,Valmiera Machinery 22,"Valmiera, Latvia",Valmiera,57.49673,25.44498,Juris Zarins,Managing Director,+371 64114531,valmiera.machinery.22@company.lv,875.0,612500,,unknown,cold,,,
280,Riga Construction 23,"Riga, Latvia",Riga,56.91236,24.0995,Aivars Ozols,CEO,+371 66357206,riga.construction.23@company.lv,875.0,612500,,unknown,cold,,,
281,Cesis Paper 24,"Cesis, Latvia",Cesis,57.3202,25.23015,Peteris Ozols,CEO,+371 64406680,cesis.paper.24@company.lv,1308.3,915810,,unknown,cold,,,
282,Liepaja Electronics 25,"Liepaja, Latvia",Liepaja,56.51223,20.96315,Juris Eglitis,Managing Director,+371 62044885,liepaja.electronics.25@company.lv,878.15,614705,,unknown,cold,,,
283,Jelgava Wood 26,"Jelgava, Latvia",Jelgava,56.67204,23.71983,Peteris Ozols,Owner,+371 68436997,jelgava.wood.26@company.lv,875.0,612500,,unknown,cold,,,
284,Daugavpils Electronics 27,"Daugavpils, Latvia",Daugavpils,55.92467,26.46307,Valdis Silins,CEO,+371 67654661,daugavpils.electronics.27@company.lv,875.0,612500,,unknown,cold,,,
285,Liepaja Automotive 28,"Liepaja, Latvia",Liepaja,56.51146,21.00568,Andris Kalns,Operations Manager,+371 62002922,liepaja.automotive.28@company.lv,2286.2,1600339,,unknown,cold,,,
286,Ventspils Plastics 29,"Ventspils, Latvia",Ventspils,57.43374,21.5982,Aivars Jansons,Managing Director,+371 62035843,ventspils.plastics.29@company.lv,875.0,612500,,unknown,cold,,,
287,Kekava Wood 30,"Kekava, Latvia",Kekava,56.78813,24.28672,Aivars Kalns,Owner,+371 63465084,kekava.wood.30@company.lv,875.0,612500,,unknown,cold,,,
288,Valmiera Printing 31,"Valmiera, Latvia",Valmiera,57.52556,25.40945,Juris Silins,Managing Director,+371 68521238,valmiera.printing.31@company.lv,875.0,612500,,unknown,cold,,,
289,Ventspils Construction 32,"Ventspils, Latvia",Ventspils,57.38048,21.53627,Aivars Vitols,Owner,+371 62199878,ventspils.construction.32@company.lv,2604.35,1823045,,unknown,cold,,,
290,Liepaja Metal 33,"Liepaja, Latvia",Liepaja,56.50564,20.9677,Peteris Silins,CEO,+371 66768275,liepaja.metal.33@company.lv,875.0,612500,,unknown,cold,,,
291,Kekava Paper 34,"Kekava, Latvia",Kekava,56.81243,24.20228,Janis Jansons,CEO,+371 64612262,kekava.paper.34@company.lv,875.0,612500,,unknown,cold,,,
292,Ventspils Printing 35,"Ventspils, Latvia",Ventspils,57.35087,21.5978,Kaspars Berzins,Managing Director,+371 64584647,ventspils.printing.35@company.lv,875.0,612500,,unknown,cold,,,
293,Daugavpils Glass 36,"Daugavpils, Latvia",Daugavpils,55.91972,26.49998,Juris Jansons,Operations Manager,+371 63778110,daugavpils.glass.36@company.lv,995.05,696535,,unknown,cold,,,
294,Ogre Glass 37,"Ogre, Latvia",Ogre,56.85939,24.57962,Valdis Berzins,Operations Manager,+371 62550814,ogre.glass.37@company.lv,875.0,612500,,unknown,cold,,,
295,Ogre Printing 38,"Ogre, Latvia",Ogre,56.80245,24.59089,Andris Kalns,Owner,+371 66612725,ogre.printing.38@company.lv,2163.0,1514100,,unknown,cold,,,
296,Jekabpils Electronics 39,"Jekabpils, Latvia",Jekabpils,56.47114,25.8698,Maris Ozols,Operations Manager,+371 66851051,jekabpils.electronics.39@company.lv,1454.95,1018465,,unknown,cold,,,
297,Cesis Beverage 40,"Cesis, Latvia",Cesis,57.35768,25.28342,Maris Silins,Operations Manager,+371 67965483,cesis.beverage.40@company.lv,1427.65,999355,,unknown,cold,,,
298,Valmiera Construction 41,"Valmiera, Latvia",Valmiera,57.49804,25.38511,Kaspars Ozols,Managing Director,+371 62752381,valmiera.construction.41@company.lv,875.0,612500,,unknown,cold,,,
299,Cesis Glass 42,"Cesis, Latvia",Cesis,57.32722,25.26679,Valdis Berzins,CEO,+371 67882984,cesis.glass.42@company.lv,875.0,612500,,unknown,cold,,,
300,Riga Wood 43,"Riga, Latvia",Riga,56.981,24.06888,Janis Jansons,Owner,+371 63310177,riga.wood.43@company.lv,875.0,612500,,unknown,cold,,,Wood processing
301,Riga Glass 44,"Riga, Latvia",Riga,56.98431,24.10423,Peteris Berzins,Operations Manager,+371 68687165,riga.glass.44@company.lv,875.0,612500,,unknown,cold,,,
302,Ventspils Wood 45,"Ventspils, Latvia",Ventspils,57.43335,21.52519,Valdis Silins,CEO,+371 67552487,ventspils.wood.45@company.lv,875.0,612500,,unknown,cold,,,
303,Jelgava Beverage 46,"Jelgava, Latvia",Jelgava,56.6514,23.74257,Andris Silins,Operations Manager,+371 67520343,jelgava.beverage.46@company.lv,875.0,612500,,unknown,cold,,,
304,Liepaja Automotive 47,"Liepaja, Latvia",Liepaja,56.54408,20.99281,Peteris Ozols,Owner,+371 63811876,liepaja.automotive.47@company.lv,875.0,612500,,unknown,cold,,,
305,Kekava Electronics 48,"Kekava, Latvia",Kekava,56.79885,24.21274,Andris Kalns,CEO,+371 65060087,kekava.electronics.48@company.lv,875.0,612500,,unknown,cold,,,
306,Cesis Paper 49,"Cesis, Latvia",Cesis,57.2771,25.24874,Aivars Vitols,CEO,+371 65447503,cesis.paper.49@company.lv,2608.55,1825985,,unknown,cold,,,
307,Daugavpils Construction 0,"Daugavpils, Latvia",Daugavpils,55.91163,26.49252,Andris Ozols,Owner,+371 66868299,daugavpils.construction.0@company.lv,875.0,612500,,unknown,cold,,,
308,Ogre Furniture 2,"Ogre, Latvia",Ogre,56.86026,24.58427,Maris Eglitis,Owner,+371 65117740,ogre.furniture.2@company.lv,875.0,612500,,unknown,cold,,,
309,Ventspils Wood 3,"Ventspils, Latvia",Ventspils,57.40256,21.52582,Juris Eglitis,CEO,+371 67434898,ventspils.wood.3@company.lv,1104.25,772975,,unknown,cold,,,
310,Liepaja Printing 4,"Liepaja, Latvia",Liepaja,56.53655,20.99521,Juris Zarins,Managing Director,+371 63419206,liepaja.printing.4@company.lv,2282.35,1597645,,unknown,cold,,,
311,Jekabpils Paper 5,"Jekabpils, Latvia",Jekabpils,56.51619,25.85784,Janis Zarins,Owner,+371 66915117,jekabpils.paper.5@company.lv,934.15,653905,,unknown,cold,,,
312,Valmiera Food 6,"Valmiera, Latvia",Valmiera,57.50625,25.46417,Peteris Eglitis,CEO,+371 68328023,valmiera.food.6@company.lv,1177.05,823935,,unknown,cold,,,
313,Liepaja Paper 7,"Liepaja, Latvia",Liepaja,56.54036,20.96143,Aivars Kalns,Owner,+371 67513898,liepaja.paper.7@company.lv,875.0,612500,,unknown,cold,,,
314,Liepaja Beverage 8,"Liepaja, Latvia",Liepaja,56.50525,21.02538,Peteris Jansons,Operations Manager,+371 63139138,liepaja.beverage.8@company.lv,875.0,612500,,unknown,cold,,,
315,Daugavpils Electronics 9,"Daugavpils, Latvia",Daugavpils,55.90815,26.47742,Peteris Eglitis,Managing Director,+371 67260799,daugavpils.electronics.9@company.lv,875.0,612500,,unknown,cold,,,
316,Riga Machinery 10,"Riga, Latvia",Riga,56.97379,24.09107,Valdis Zarins,CEO,+371 67072770,riga.machinery.10@company.lv,875.0,612500,,unknown,cold,,,
317,Kekava Beverage 11,"Kekava, Latvia",Kekava,56.86279,24.25374,Aivars Vitols,CEO,+371 67671479,kekava.beverage.11@company.lv,1534.05,1073835,,unknown,cold,,,
318,Riga Furniture 12,"Riga, Latvia",Riga,56.9493,24.06179,Valdis Kalns,Managing Director,+371 62856595,riga.furniture.12@company.lv,1057.35,740144,,unknown,cold,,,
319,Ogre Furniture 13,"Ogre, Latvia",Ogre,56.86401,24.58259,Janis Kalns,CEO,+371 62339906,ogre.furniture.13@company.lv,1157.1,809969,,unknown,cold,,,
320,Ventspils Metal 14,"Ventspils, Latvia",Ventspils,57.41823,21.5552,Andris Kalns,Managing Director,+371 67750075,ventspils.metal.14@company.lv,875.0,612500,,unknown,cold,,,
321,Riga Food 15,"Riga, Latvia",Riga,56.97097,24.15318,Aivars Kalns,Managing Director,+371 66266708,riga.food.15@company.lv,875.0,612500,,unknown,cold,,,
322,Kekava Construction 16,"Kekava, Latvia",Kekava,56.83991,24.22696,Andris Eglitis,Owner,+371 65947655,kekava.construction.16@company.lv,875.0,612500,,unknown,cold,,,
323,Jekabpils Electronics 17,"Jekabpils, Latvia",Jekabpils,56.47571,25.86574,Andris Vitols,CEO,+371 67676571,jekabpils.electronics.17@company.lv,1741.25,1218875,,unknown,cold,,,
324,Ventspils Wood 18,"Ventspils, Latvia",Ventspils,57.38338,21.55342,Valdis Jansons,Owner,+371 65580903,ventspils.wood.18@company.lv,875.0,612500,,unknown,cold,,,
325,Cesis Printing 19,"Cesis, Latvia",Cesis,57.35896,25.23073,Valdis Silins,CEO,+371 62396620,cesis.printing.19@company.lv,1569.05,1098335,,unknown,cold,,,
326,Ogre Beverage 20,"Ogre, Latvia",Ogre,56.85523,24.6444,Aivars Silins,Owner,+371 64745706,ogre.beverage.20@company.lv,875.0,612500,,unknown,cold,,,
327,Riga Metal 21,"Riga, Latvia",Riga,56.95061,24.0556,Valdis Eglitis,Owner,+371 62936607,riga.metal.21@company.lv,875.0,612500,,unknown,cold,,,
328,Ventspils Machinery 22,"Ventspils, Latvia",Ventspils,57.39862,21.58352,Janis Zarins,CEO,+371 64687003,ventspils.machinery.22@company.lv,1500.45,1050315,,unknown,cold,,,
329,Cesis Plastics 23,"Cesis, Latvia",Cesis,57.34626,25.27733,Maris Eglitis,CEO,+371 67583234,cesis.plastics.23@company.lv,875.0,612500,,unknown,cold,,,
330,Jekabpils Automotive 24,"Jekabpils, Latvia",Jekabpils,56.46107,25.89457,Maris Berzins,Managing Director,+371 63062590,jekabpils.automotive.24@company.lv,875.0,612500,,unknown,cold,,,
331,Daugavpils Furniture 25,"Daugavpils, Latvia",Daugavpils,55.82982,26.51768,Valdis Jansons,Operations Manager,+371 65595082,daugavpils.furniture.25@company.lv,875.0,612500,,unknown,cold,,,
332,Ogre Machinery 26,"Ogre, Latvia",Ogre,56.7968,24.60379,Janis Zarins,Managing Director,+371 64257944,ogre.machinery.26@company.lv,875.0,612500,,unknown,cold,,,
333,Ventspils Chemical 27,"Ventspils, Latvia",Ventspils,57.36711,21.57384,Kaspars Vitols,Owner,+371 64902400,ventspils.chemical.27@company.lv,875.0,612500,,unknown,cold,,,
334,Riga Textiles 28,"Riga, Latvia",Riga,56.97613,24.11475,Maris Berzins,Owner,+371 66684248,riga.textiles.28@company.lv,875.0,612500,,unknown,cold,,,
335,Ventspils Glass 29,"Ventspils, Latvia",Ventspils,57.37605,21.54249,Andris Berzins,Operations Manager,+371 66323589,ventspils.glass.29@company.lv,875.0,612500,,unknown,cold,,,
336,Riga Chemical 30,"Riga, Latvia",Riga,56.9714,24.13732,Aivars Silins,Operations Manager,+371 62537831,riga.chemical.30@company.lv,938.35,656845,,unknown,cold,,,
337,Jelgava Chemical 31,"Jelgava, Latvia",Jelgava,56.66808,23.75284,Maris Kalns,CEO,+371 63920027,jelgava.chemical.31@company.lv,875.0,612500,,unknown,cold,,,
338,Riga Food 32,"Riga, Latvia",Riga,56.94501,24.05923,Kaspars Silins,Operations Manager,+371 62981170,riga.food.32@company.lv,2363.9,1654730,,unknown,cold,,,
339,Daugavpils Machinery 33,"Daugavpils, Latvia",Daugavpils,55.92268,26.54677,Aivars Ozols,CEO,+371 66275406,daugavpils.machinery.33@company.lv,875.0,612500,,unknown,cold,,,
340,Cesis Glass 35,"Cesis, Latvia",Cesis,57.31713,25.25242,Peteris Ozols,CEO,+371 63467266,cesis.glass.35@company.lv,923.3,646310,,unknown,cold,,,
341,Ventspils Textiles 36,"Ventspils, Latvia",Ventspils,57.43598,21.52326,Maris Ozols,Owner,+371 65542099,ventspils.textiles.36@company.lv,875.0,612500,,unknown,cold,,,
342,Ventspils Textiles 37,"Ventspils, Latvia",Ventspils,57.40771,21.5466,Valdis Silins,Operations Manager,+371 67994763,ventspils.textiles.37@company.lv,2571.8,1800260,,unknown,cold,,,
343,Riga Paper 38,"Riga, Latvia",Riga,56.90066,24.07014,Janis Silins,Owner,+371 62787841,riga.paper.38@company.lv,875.0,612500,,unknown,cold,,,
344,Jekabpils Metal 39,"Jekabpils, Latvia",Jekabpils,56.49169,25.89926,Juris Silins,Operations Manager,+371 68989449,jekabpils.metal.39@company.lv,2426.9,1698830,,unknown,cold,,,
345,Ogre Construction 40,"Ogre, Latvia",Ogre,56.84845,24.60345,Kaspars Zarins,CEO,+371 62529384,ogre.construction.40@company.lv,2489.55,1742685,,unknown,cold,,,
346,Jekabpils Glass 41,"Jekabpils, Latvia",Jekabpils,56.48339,25.84953,Kaspars Kalns,Owner,+371 62226182,jekabpils.glass.41@company.lv,875.0,612500,,unknown,cold,,,
347,Ventspils Electronics 42,"Ventspils, Latvia",Ventspils,57.41715,21.5008,Valdis Silins,CEO,+371 62276570,ventspils.electronics.42@company.lv,875.0,612500,,unknown,cold,,,
348,Ventspils Chemical 43,"Ventspils, Latvia",Ventspils,57.34994,21.49919,Maris Vitols,CEO,+371 67896587,ventspils.chemical.43@company.lv,875.0,612500,,unknown,cold,,,
349,Cesis Construction 44,"Cesis, Latvia",Cesis,57.28866,25.27498,Juris Kalns,CEO,+371 67074851,cesis.construction.44@company.lv,875.0,612500,,unknown,cold,,,
350,Ogre Wood 45,"Ogre, Latvia",Ogre,56.8117,24.56015,Valdis Zarins,Managing Director,+371 66482814,ogre.wood.45@company.lv,875.0,612500,,unknown,cold,,,
351,Valmiera Textiles 46,"Valmiera, Latvia",Valmiera,57.54094,25.44529,Janis Eglitis,Managing Director,+371 63744744,valmiera.textiles.46@company.lv,875.0,612500,,unknown,cold,,,
352,Liepaja Paper 47,"Liepaja, Latvia",Liepaja,56.5225,20.99286,Kaspars Jansons,Operations Manager,+371 66681792,liepaja.paper.47@company.lv,875.0,612500,,unknown,cold,,,
353,Riga Metal 48,"Riga, Latvia",Riga,56.98212,24.13178,Maris Vitols,Managing Director,+371 63651597,riga.metal.48@company.lv,875.0,612500,,unknown,cold,,,
354,Valmiera Electronics 49,"Valmiera, Latvia",Valmiera,57.49989,25.45747,Valdis Eglitis,CEO,+371 65993232,valmiera.electronics.49@company.lv,875.0,612500,,unknown,cold,,,
355,Liepaja Printing 0,"Liepaja, Latvia",Liepaja,56.50752,21.01102,Valdis Eglitis,CEO,+371 65660433,liepaja.printing.0@company.lv,875.0,612500,,unknown,cold,,,
356,Jelgava Textiles 1,"Jelgava, Latvia",Jelgava,56.67005,23.74014,Juris Ozols,Operations Manager,+371 65908988,jelgava.textiles.1@company.lv,875.0,612500,,unknown,cold,,,
357,Jelgava Paper 2,"Jelgava, Latvia",Jelgava,56.68529,23.72972,Peteris Zarins,Operations Manager,+371 66749877,jelgava.paper.2@company.lv,875.0,612500,,unknown,cold,,,
358,Liepaja Construction 3,"Liepaja, Latvia",Liepaja,56.47517,21.00584,Andris Jansons,Owner,+371 63350671,liepaja.construction.3@company.lv,1442.35,1009644,,unknown,cold,,,
359,Daugavpils Wood 4,"Daugavpils, Latvia",Daugavpils,55.84692,26.49247,Aivars Eglitis,CEO,+371 67095220,daugavpils.wood.4@company.lv,875.0,612500,,unknown,cold,,,
360,Daugavpils Food 5,"Daugavpils, Latvia",Daugavpils,55.91911,26.48501,Maris Vitols,Managing Director,+371 66364358,daugavpils.food.5@company.lv,1360.8,952560,,unknown,cold,,,
361,Ventspils Paper 6,"Ventspils, Latvia",Ventspils,57.41715,21.52153,Maris Silins,Owner,+371 66892590,ventspils.paper.6@company.lv,875.0,612500,,unknown,cold,,,
362,Liepaja Printing 7,"Liepaja, Latvia",Liepaja,56.51853,21.00706,Aivars Ozols,CEO,+371 65907327,liepaja.printing.7@company.lv,1239.7,867790,,unknown,cold,,,
363,Riga Machinery 8,"Riga, Latvia",Riga,56.98321,24.11077,Andris Kalns,CEO,+371 67868710,riga.machinery.8@company.lv,875.0,612500,,unknown,cold,,,
364,Liepaja Wood 9,"Liepaja, Latvia",Liepaja,56.55443,20.97102,Andris Kalns,CEO,+371 65489266,liepaja.wood.9@company.lv,2169.65,1518755,,unknown,cold,,,
365,Riga Plastics 10,"Riga, Latvia",Riga,56.9099,24.08505,Andris Kalns,Operations Manager,+371 64250049,riga.plastics.10@company.lv,1341.55,939085,,unknown,cold,,,
366,Liepaja Machinery 11,"Liepaja, Latvia",Liepaja,56.46428,20.95977,Maris Jansons,CEO,+371 63604485,liepaja.machinery.11@company.lv,875.0,612500,,unknown,cold,,,
367,Valmiera Plastics 13,"Valmiera, Latvia",Valmiera,57.49362,25.42236,Valdis Berzins,Managing Director,+371 63329275,valmiera.plastics.13@company.lv,875.0,612500,,unknown,cold,,,
368,Cesis Paper 14,"Cesis, Latvia",Cesis,57.28061,25.30763,Kaspars Kalns,CEO,+371 62331460,cesis.paper.14@company.lv,1143.1,800169,,unknown,cold,,,
369,Riga Furniture 15,"Riga, Latvia",Riga,56.98226,24.11495,Peteris Jansons,Owner,+371 64914451,riga.furniture.15@company.lv,875.0,612500,,unknown,cold,,,
370,Jelgava Wood 16,"Jelgava, Latvia",Jelgava,56.62145,23.67675,Maris Ozols,Managing Director,+371 65874123,jelgava.wood.16@company.lv,1437.45,1006215,,unknown,cold,,,
371,Liepaja Furniture 17,"Liepaja, Latvia",Liepaja,56.51372,20.99309,Aivars Kalns,Owner,+371 66666261,liepaja.furniture.17@company.lv,2457.35,1720145,,unknown,cold,,,
372,Riga Wood 18,"Riga, Latvia",Riga,56.98446,24.13766,Janis Jansons,Owner,+371 65476658,riga.wood.18@company.lv,875.0,612500,,unknown,cold,,,Wood processing
373,Daugavpils Metal 19,"Daugavpils, Latvia",Daugavpils,55.85651,26.52661,Andris Jansons,CEO,+371 63432998,daugavpils.metal.19@company.lv,1155.0,808500,,unknown,cold,,,
374,Kekava Beverage 20,"Kekava, Latvia",Kekava,56.87098,24.23262,Valdis Kalns,CEO,+371 68189959,kekava.beverage.20@company.lv,875.0,612500,,unknown,cold,,,
375,Riga Furniture 21,"Riga, Latvia",Riga,56.99949,24.08773,Aivars Berzins,Operations Manager,+371 64608129,riga.furniture.21@company.lv,875.0,612500,,unknown,cold,,,
376,Jekabpils Chemical 22,"Jekabpils, Latvia",Jekabpils,56.49904,25.89637,Aivars Silins,Managing Director,+371 66777300,jekabpils.chemical.22@company.lv,875.0,612500,,unknown,cold,,,
377,Valmiera Plastics 23,"Valmiera, Latvia",Valmiera,57.53281,25.45708,Andris Jansons,Managing Director,+371 64511240,valmiera.plastics.23@company.lv,875.0,612500,,unknown,cold,,,
378,Ventspils Plastics 24,"Ventspils, Latvia",Ventspils,57.43173,21.54507,Valdis Kalns,Managing Director,+371 63332596,ventspils.plastics.24@company.lv,875.0,612500,,unknown,cold,,,
379,Riga Automotive 25,"Riga, Latvia",Riga,56.95688,24.13924,Andris Jansons,Operations Manager,+371 68248312,riga.automotive.25@company.lv,875.0,612500,,unknown,cold,,,
380,Kekava Paper 26,"Kekava, Latvia",Kekava,56.84134,24.19429,Peteris Ozols,CEO,+371 67269300,kekava.paper.26@company.lv,2004.1,1402870,,unknown,cold,,,
381,Valmiera Food 27,"Valmiera, Latvia",Valmiera,57.54876,25.39476,Andris Berzins,Operations Manager,+371 68031507,valmiera.food.27@company.lv,1339.1,937369,,unknown,cold,,,
382,Jelgava Construction 28,"Jelgava, Latvia",Jelgava,56.68369,23.67411,Aivars Jansons,Managing Director,+371 68651433,jelgava.construction.28@company.lv,875.0,612500,,unknown,cold,,,
383,Kekava Food 29,"Kekava, Latvia",Kekava,56.82518,24.19335,Aivars Ozols,CEO,+371 64109729,kekava.food.29@company.lv,1443.75,1010625,,unknown,cold,,,
384,Liepaja Glass 30,"Liepaja, Latvia",Liepaja,56.51585,21.02576,Juris Vitols,Managing Director,+371 63270628,liepaja.glass.30@company.lv,1616.3,1131410,,unknown,cold,,,
385,Jelgava Machinery 31,"Jelgava, Latvia",Jelgava,56.66855,23.7489,Maris Jansons,Owner,+371 67537912,jelgava.machinery.31@company.lv,875.0,612500,,unknown,cold,,,
386,Valmiera Plastics 32,"Valmiera, Latvia",Valmiera,57.49803,25.43854,Peteris Silins,CEO,+371 66095954,valmiera.plastics.32@company.lv,875.0,612500,,unknown,cold,,,
387,Ogre Chemical 33,"Ogre, Latvia",Ogre,56.78577,24.61171,Peteris Kalns,Operations Manager,+371 64711174,ogre.chemical.33@company.lv,1941.8,1359260,,unknown,cold,,,
388,Liepaja Glass 34,"Liepaja, Latvia",Liepaja,56.46561,20.96039,Peteris Silins,CEO,+371 62804012,liepaja.glass.34@company.lv,875.0,612500,,unknown,cold,,,
389,Ogre Wood 35,"Ogre, Latvia",Ogre,56.77515,24.55579,Valdis Berzins,Managing Director,+371 64223535,ogre.wood.35@company.lv,875.0,612500,,unknown,cold,,,
390,Cesis Furniture 36,"Cesis, Latvia",Cesis,57.32283,25.24669,Kaspars Kalns,Operations Manager,+371 68814421,cesis.furniture.36@company.lv,1522.15,1065505,,unknown,cold,,,
391,Daugavpils Food 37,"Daugavpils, Latvia",Daugavpils,55.91787,26.53738,Valdis Vitols,Owner,+371 67843266,daugavpils.food.37@company.lv,969.15,678405,,unknown,cold,,,
392,Cesis Automotive 38,"Cesis, Latvia",Cesis,57.27223,25.22898,Valdis Eglitis,CEO,+371 65126826,cesis.automotive.38@company.lv,875.0,612500,,unknown,cold,,,
393,Jelgava Metal 39,"Jelgava, Latvia",Jelgava,56.60315,23.74142,Peteris Jansons,CEO,+371 67890277,jelgava.metal.39@company.lv,1647.1,1152970,,unknown,cold,,,
394,Ogre Machinery 40,"Ogre, Latvia",Ogre,56.77142,24.63175,Juris Vitols,Owner,+371 62868195,ogre.machinery.40@company.lv,875.0,612500,,unknown,cold,,,
395,Kekava Wood 41,"Kekava, Latvia",Kekava,56.8552,24.21357,Janis Zarins,CEO,+371 68995090,kekava.wood.41@company.lv,875.0,612500,,unknown,cold,,,
396,Riga Construction 42,"Riga, Latvia",Riga,56.91342,24.15194,Valdis Eglitis,Operations Manager,+371 63263166,riga.construction.42@company.lv,875.0,612500,,unknown,cold,,,
397,Ogre Furniture 43,"Ogre, Latvia",Ogre,56.84552,24.58822,Andris Jansons,Managing Director,+371 67441193,ogre.furniture.43@company.lv,951.65,666155,,unknown,cold,,,
398,Ventspils Chemical 44,"Ventspils, Latvia",Ventspils,57.42719,21.59229,Kaspars Jansons,Operations Manager,+371 68340214,ventspils.chemical.44@company.lv,875.0,612500,,unknown,cold,,,
399,Liepaja Paper 45,"Liepaja, Latvia",Liepaja,56.49614,21.00623,Andris Jansons,Operations Manager,+371 65119738,liepaja.paper.45@company.lv,875.0,612500,,unknown,cold,,,
400,Jekabpils Paper 46,"Jekabpils, Latvia",Jekabpils,56.48808,25.80666,Aivars Kalns,CEO,+371 66806993,jekabpils.paper.46@company.lv,875.0,612500,,unknown,cold,,,
401,Jekabpils Construction 47,"Jekabpils, Latvia",Jekabpils,56.54002,25.90444,Kaspars Silins,Operations Manager,+371 67765285,jekabpils.construction.47@company.lv,875.0,612500,,unknown,cold,,,
402,Ventspils Machinery 48,"Ventspils, Latvia",Ventspils,57.37281,21.55689,Janis Jansons,Operations Manager,+371 63891268,ventspils.machinery.48@company.lv,875.0,612500,,unknown,cold,,,
403,Cesis Electronics 49,"Cesis, Latvia",Cesis,57.33079,25.30752,Maris Kalns,CEO,+371 65731314,cesis.electronics.49@company.lv,875.0,612500,,unknown,cold,,,
404,Jelgava Plastics 0,"Jelgava, Latvia",Jelgava,56.65747,23.67192,Kaspars Berzins,Operations Manager,+371 64825060,jelgava.plastics.0@company.lv,880.25,616175,,unknown,cold,,,
405,Jekabpils Construction 1,"Jekabpils, Latvia",Jekabpils,56.48622,25.82055,Valdis Berzins,Managing Director,+371 62191704,jekabpils.construction.1@company.lv,875.0,612500,,unknown,cold,,,
406,Riga Automotive 2,"Riga, Latvia",Riga,56.90106,24.136,Juris Kalns,CEO,+371 63529586,riga.automotive.2@company.lv,875.0,612500,,unknown,cold,,,
407,Kekava Wood 3,"Kekava, Latvia",Kekava,56.86727,24.24174,Valdis Kalns,Managing Director,+371 64029648,kekava.wood.3@company.lv,1856.4,1299480,,unknown,cold,,,
408,Riga Plastics 4,"Riga, Latvia",Riga,56.91693,24.14179,Andris Kalns,CEO,+371 68570195,riga.plastics.4@company.lv,875.0,612500,,unknown,cold,,,
409,Kekava Electronics 5,"Kekava, Latvia",Kekava,56.84265,24.19785,Aivars Eglitis,Owner,+371 65201723,kekava.electronics.5@company.lv,1237.95,866565,,unknown,cold,,,
410,Jekabpils Automotive 6,"Jekabpils, Latvia",Jekabpils,56.53592,25.80877,Aivars Vitols,CEO,+371 68658186,jekabpils.automotive.6@company.lv,875.0,612500,,unknown,cold,,,
411,Daugavpils Glass 7,"Daugavpils, Latvia",Daugavpils,55.85111,26.46419,Andris Ozols,Managing Director,+371 68212448,daugavpils.glass.7@company.lv,2389.1,1672370,,unknown,cold,,,
412,Liepaja Construction 8,"Liepaja, Latvia",Liepaja,56.48072,21.04686,Valdis Vitols,Owner,+371 65073896,liepaja.construction.8@company.lv,875.0,612500,,unknown,cold,,,
413,Ventspils Machinery 9,"Ventspils, Latvia",Ventspils,57.39444,21.59297,Andris Silins,CEO,+371 68422918,ventspils.machinery.9@company.lv,875.0,612500,,unknown,cold,,,
414,Cesis Construction 10,"Cesis, Latvia",Cesis,57.30707,25.29758,Valdis Eglitis,Owner,+371 62464536,cesis.construction.10@company.lv,875.0,612500,,unknown,cold,,,
415,Kekava Chemical 11,"Kekava, Latvia",Kekava,56.78749,24.20475,Maris Kalns,Operations Manager,+371 68446370,kekava.chemical.11@company.lv,875.0,612500,,unknown,cold,,,
416,Cesis Chemical 12,"Cesis, Latvia",Cesis,57.35233,25.27036,Aivars Jansons,Owner,+371 66341903,cesis.chemical.12@company.lv,875.0,612500,,unknown,cold,,,
417,Ogre Printing 13,"Ogre, Latvia",Ogre,56.83081,24.58862,Valdis Berzins,CEO,+371 63101116,ogre.printing.13@company.lv,875.0,612500,,unknown,cold,,,
418,Liepaja Construction 14,"Liepaja, Latvia",Liepaja,56.48255,21.02455,Maris Jansons,Owner,+371 67776462,liepaja.construction.14@company.lv,875.0,612500,,unknown,cold,,,
